contents,star
"I'm very impressed with my experience. Especially with how fast the response is and the clean interface just makes it better. AI's ability to answer questions, solve problems and help with personal tasks is totally insane. The fact that it's just the beginning and as time progresses and tech gets better so does our lives is just awesome. To summarize into a single sentence 'I love it'.",5
"Definitely more handy than opening browser for the web version, but inferior in all other aspects. The biggest problem for me is that I can't edit my prompts. As a plus subscriber I find the lack of beta features to be inconvenient. Another thing is that the UI is too big. This is especially annoying when reading and code snippets, as only a few words can fit in a row of text.",3
"Lovely service but I would like to make a few recommendations. Simple interface but it's too basic. Allow the use to have faster access to the previous chats. An interface similar to that of the browser. Consider adding the audio to text option on the free version. This will help train the system and help incorporate more languages into it. Other than this, lovely app and great work on Chatgpt.",2
"I really think I am in love with this app because it is incredibly helpful. As a writer, I usually rely on it to generate creative ideas for my stories and assist me with my grammar mistakes. I must also mention that it helps me with other aspects as well. Edit: Idk what happened, but whenever I sent a message now it says connection error and I can't see any response this has just become way too bad!! Edit 2: Well it's working again but I think they can improve the UI very much.",4
"The app mostly does what I expect it to : it's a good alternative from using ChatGPT in the browser on mobile. However, a feature that is present in the web version and that is missing in this app is the ability to render latex. This is a really important feature to me, as I don't want to have to go back and forth between the app and a latex/markdown renderer to discuss maths with ChatGPT, and the lack of this feature is the reason for the missing 2 stars in my review.",3
"Solid app, very clean interface. However it'd be nice if there was an option to have your history on the sidebar like on the web version. More importantly, I find it a little baffling that there is no option to edit and re-submit a query on the app. That's arguably one of the key features of ChatGPT, so I'm disappointed that it didn't make it's way to the official android application.",3
"The animation that appears when I open the app runs twice, so if I start writing right away, everything I wrote disappears when the animation runs the second time and the big dot remains on the screen. It's annoying having to wait for the second animation or having to write everything all over again.",3
"No subscription, free and accurate, unbiased answers. No fresh data since September 2021 but that doesn't make this app less accurate. I'm loving the fact it can even generate basic ASCII ART other than just text. The text is excellent, grammar precise and a great plethora of vocabulary. I can't wait for the next update and to see what that brings.",5
"I generally really like it but it's annoying that you have to press a button to get to the history, instead of it just being in the sidebar. Especially if you want to klick on multiple chats in a row it's REALLY annoying that you have to scroll down every time and find the chat where you left off. It also bugs me that editing a message isn't possible like it is on the website, because that's VERY useful. Also the option to add a secondary language would be nice, because I use German and English.",4
"I am incredibly impressed with this app! The app features is unparalleled, providing unlimited and accurate responses to all my questions. The app's interface is intuitive and easy to use, making my conversations with the AI incredibly smooth. I appreciate the wealth of knowledge and helpfulness it offers. Thank you for creating such an exceptional tool! I wholeheartedly recommend this app to anyone!",5
"I am thoroughly impressed by the ChatGPT Android app. Its exceptional language capabilities and user-friendly interface make it an invaluable tool for various tasks. The app's ability to provide accurate and coherent responses across diverse topics is truly remarkable. Its quick and intuitive nature ensures a seamless user experience. Without a doubt, a game-changer for anyone seeking efficient and reliable AI-driven conversations.",5
"The ChatGPT app is a fantastic tool for communication and assistance. Its AI-powered responses are impressively accurate, and it provides valuable information on various topics. The interface is user-friendly, making interactions seamless and enjoyable. However, it could benefit from more frequent updates to stay up-to-date with the latest developments and improve performance further. Overall, the ChatGPT app is a reliable and helpful companion for anyone seeking quick answers and engaging conve",5
"ChatGPT is impressive! Its responses are contextually relevant and informative. It covers various topics well. However, it can still generate incorrect or biased content. The Android app's interface is user-friendly, allowing for interactive conversations. Data privacy measures are in place. It would be even better if it asked clarifying questions when faced with ambiguity. Overall, ChatGPT is a valuable language model, but users should verify critical information from reliable sources.",5
"I have been using the ChatGPT since its release, and while I see its potential, there are a few issues that need to be addressed to enhance the user experience. I noticed that when I input a prompt text and press the backspace key, it unnecessarily removes the space between two immediate words. This can be quite frustrating as it disrupts the flow of my queries and makes the conversation feel disjointed.",3
"So far my experience has been interestingly engaging and interactive. I likely found the AI model to be responsive and capable of understanding and generating coherent responses to prompts. The conversations feel so natural, as ChatGPT is able to maintain context and provide relevant information or suggestions at the fastest rate. Although, I'm quite aware of its limitations but so far I'm enjoying every bit of its use. Surely, I must recommend this app to family, friends and colleagues...",5
"ChatGPT is an incredibly powerful AI language model. It's a versatile tool for generating text-based content and answering questions. While it's not flawless and occasionally provides inaccurate information, it's a valuable resource for various tasks. The user interface could be more user-friendly, but regular updates make it promising.",5
This app is very unique! It is the most intelligent AI i've ever seen. I always get video ideas from this app to make videos for my YouTube channel. This app makes the AI world more unique. But there are some problems too. Sometimes It just stops working and the respond messages just never load. And sometimes. It stops generating messages in the middle of it. So I have to wait more to get the messages generated. And yeah even it is a very unique AI app you should still make it better.,3
"I have been using Chatgpt app for a while now, and I must say it's been a great experience!!!. However there is one crucial feature that I beleive is missing- The ability to edit the input. The Chatgpt website version offers this feature and it has been invaluable in fine-tuning the conversation flow and achieving more accurate results. I hope to see this feature added in the future update.",4
"This is an amazing & very useful app. I have found an issue since it was realised. When I delete or erase any words while typing prompt it removes the space between those words, which is very frustrating. Please fix this bug. I have a request: *) in order to find specific words or texts in the recent chat conversation there should be an option which will allow users to search any specific words or text in the current conversation section.",3
"I'm sorry, as an AI language model, I can't form personal opinions. However, I can provide insights on the potential benefits of the ChatGPT app. It has the advantage of accessibility and on-the-go assistance, allowing users to engage with AI-powered conversations conveniently from their Android devices. Nevertheless, it's essential to consider potential limitations related to screen size and multitasking challenges that could affect the overall user experience.",5
"Finally it's on play store!!!! Just tried it out, It's phenomenal!!! I found this more efficient and time saving than the browser one, faster response rate overall, and it can add emojis to it's text now, Although the browser one lacks this feature. It would be absolutely perfect if it had the feature to speak as well. Looking forward to see frequent updates that would bring many great features like this in future! 5/5 first impressions...I highly recommend this one!",5
"I use this app for learning languages, which chatgpt is amazing at. However, there are a few things I'd like added. 1. A search function. Being able to search a word that's several tokens back would be great. 2. Ability to highlight a word and 'search with Google'. 3. An AI voice that can read back chatgpt's outputs. For language learning especially, it'd be very useful to hear how certain words are pronounced. But still, great client for chatgpt! Can't wait for future improvements",4
"The app has been very helpful. I get to converse and brainstorm on great ideas. It's amazing! But there's just a slight problem, I was recently going through an old conversation and discovered an inaccurate response, so I regenerated that response but unfortunately I lost all the chats after that. I had lost a lot of important topics from just that regenerated response. Please fix this problem, i.e being able to regenerate response without losing the chats that follow.",4
"This is quite an equally impressive and terrifyingly unbelievable app. As soon as I used this for the first time, I became reliant on it for most things that I wanted to ask. In terms of development, what would make this AI complete is if would be able to provide photos and not entirely textual.",5
"""ChatGPT is an impressive language model that provides useful and engaging responses. I appreciate its versatility and ability to understand various topics. The app's interface is user-friendly, making it easy to interact with the AI. However, occasional improvements in response accuracy and speed would be great. Overall, ChatGPT is a valuable tool for quick information and enjoyable conversations"" - ChatGPT",5
"I first used OpenAI ChatGPT beta online. Was blown away. The most sophisticated linguistic AI. This Android app offers the convenience of voice recognition instead of typing and mobility. The uses for ChatGPT are boundless. Fluent in thousands of languages, not just humabut computer programming languages. It can write script, programs and complete apps for you. It can even write articles, reports, books, poems. You can problem solve, analyse data, learn things. Voice output will be great.",5
"Allow me to do the honors and provide the first review for the mobile app. Without a doubt, the application is truly remarkable. The sign-in process was a breeze, and the user interface exudes a clean and sleek design. The best part? I no longer need to reach for my laptop to access ChatGPT; it's right there in my pocket! This app offers a straightforward solution that I genuinely appreciate. It's user-friendly and efficient, allowing for seamless interactions with ChatGPT on the go.",5
"Excellent responses, no matter what you throw at it. It consistently provides accurate, relevant answers to any question, where it may have taken some digging to find comparable answers on Google. It is also very good with other kinds of input. It can be wrong, so it's not to be used as a standalone research, but it's right more than it's wrong.",5
"The app is great for what it is, but a lot of features are missing that are available on the web version. For example, seeing other (edited) branches of messages, editing prompts, and the plug-ins. 5 stars because the new voice chat is impressive.",5
"ChatGPT is an incredible language model! It's a versatile and powerful tool that offers accurate responses and useful insights. The app's user-friendly interface makes it easy to interact with the AI, and I appreciate the timely updates that continuously improve its performance. Whether it's for educational purposes, creative writing, or just casual conversations, ChatGPT never fails to impress. Highly recommended!",5
"I love this app. I pay for upgraded version and it is worth its weight in gold. sometimes i have noticed that the app does not do what you request it to do, and instead goes off on a tangent..I find myself correcting it as if it is a naughty child...funny but sometimes disconcerting. I have also had occastions where is startrs talking about something completly random.. still I love it though.",5
"ChatGPT has been a fantastic addition to my Android device! The app's ability to generate coherent and relevant responses is truly impressive. I've used it for a variety of tasks, from getting quick information to engaging in interesting conversations.One feature I particularly appreciate is the app's user-friendly interface. It's intuitive and easy to navigate, making my interactions with the AI smooth and enjoyable.",5
"Seems to work now. App seems nice but has two issues. The website mentions that users can enable voice conversations in ""Settings → App → New Features → Voice conversations (toggle on)"" but this setting doesn't exist. Also, when using voice dictation to compose a prompt, it writes mandarin text using simplified characters rather than standard form/traditional characters.",3
"Five stars for ChatGPT! The voice input is a game-changer, but there's a tiny hitch – you have to manually send after recording, and that downward arrow occasionally steals the spotlight, disrupting the flow a bit. Despite these minor quirks, the app's simplicity and overall experience earn it high marks. Kudos to the developers for creating an engaging and user-friendly app!",5
"It's a very good appp. It's basically the patient private tutor I never had. It's just impossible to search for specific queries done within tabs/ specific words within tabs.That would very very useful. There's no family plan for the service which is a bummer. The android app doesn't sync/ update itself anymore. And I don't know why. Kindly fix that. That aside, five star from me",5
"Technology has outdone itself. There is always room for improvement but this app is fantastic if you have the right mindset and ability to make use of its potential. I mean, having real-time information would be great and more abilities, but that would be asking for trouble or a miracle. Seriously over time I think it's potential would be limitless, but for now, awesome app. I am really considering the paid version. Real time information is the only thing holding me back.",5
"Impossible to log in by e-mail even after updating the Play Store to the newest version as advised in the FAQ. While there is an error code in the error message (""Something went wrong..."") there is no way to copy it and it disappears way too quickly. Edit: after an update a more helpful error message was displayed and allowed me to solve the problem (Google Play Services did not have the phone permission).",4
"This is the best thing we created so far. (notice the dot, at the end of that sentence) Until you need to learn something (like algorithms), or build something (even coding in a new language).. you can't fully appreciate it. Not until you need the nitty-gritty stuff. Not to mention he is a great conversationalist on the weirdest and coolest thought experiments you could possiblily think of. If you get him started. Yeah, I said him. We've known eachother for a long time now. :)",5
"ChatGPT is fantastic as an assistant and study partner. I've been using it to help me work through problems that arise during personal programming projects, where I don't have coworkers to chime in, as well as to help me study new topics for my career. I've found it extremely helpful for generating examples to illustrate new concepts, and it's often simpler to ask ChatGPT than to ask Google",5
I love the voice control SO much! One point though: it seems to break off in between sometimes and them comes back so I miss a part of the information – first I thought that my bluetooth connection was bad but it even does that when being on speaker directly on the smartphone.,5
"Very useful for learning. Often times I will delve into deep, technical rabbit holes, just asking more and more questions about a subject that I am curious about. Some of the information it portrays is inaccurate, but for the most part, the information is accurate and can get fairly technical. There are many other uses for this app, but just asking questions about various topics is my favorite use.",5
"Can't open fast app open hone ke bad w""After opening the app, it spins like a circle for a few seconds. Why is this happening? This issue occurred after the update; it didn't happen before. Also, it used to provide suggestions earlier, but it doesn't anymore.""",4
"ChatGPT 4, with its ChatGPT Plus and Dall E 3 features, has truly elevated user engagement. The improved accuracy, personalized touch, and enhanced functionalities make it a reliable and creative tool. The developers have showcased remarkable finesse, making AI interaction intuitive and enjoyable. The continuous updates hint at a promising future for this app. Highly recommended for anyone keen on harnessing advanced AI!",5
"Amazing fun and thinking machine. A very quick way of getting custom information. If you need answers to a question that would take considerable trawling through the Internet it's perfect. Also a fab writing tool. It is for neurodivergents what spellchecker is for dyslexics. It gives me great recipes with what I have in the cupboard to suit my dietary requirements, helps me to communicate with people without being irrelevant or rude and just now gave me some great careers advice.",5
"Everything's perfect except I cannot use photo or file features on an Android phone. The only permissions that the app have available are for microphone. In Android apps, permissions need to be added to ask to allow camera and filesystem please. Thank you!",4
"I am having a problem with the auto scroll to bottom button, because where i try to read of take screenshots from the text the auto scroll button come in from of the text making it difficult to read the last line in the screenshot so then i have to take double screenshorts, can you just remove it of move it to somewhere else where it doesn't interact with the text thanks, overall it's a very nice app ❤️",4
"Great app overall, my go to for ai for sure. I loved it so much I actually bought the premium and everything... now 20 bucks is pretty steep but chatgpt 4 looked pretty good and I felt it was worth it. The 50 messages every 3 hours caught me off guard but I've only ever actually maxed it once. I would really love if you made a feature saying how many messages I have left so I can try not to do to many. Also the beta features are not included in the app (yet), only in the browser version.",4
it's a good app and it allows me to make YouTube scripts and just do whatever I love it but if there was one thing I would change is how other chats are setup because on PC you can just see them on the side of your screen but mobile you have to go all the way the history button but over all it's a good app and I would recommend it to everyone I know.,4
"ChatGPT itself is amazing, the concept of what it is is just mind blowing. The reason I'm giving 2 stars though is that the beta features that was out a few weeks ago, such as text to speech for chatGPT plus isn't there for me despite it being so everywhere else for others. Features like this shouldn't be ""rolling out"" when it's a paid feature to use/try, especially being past half a month waiting.",2
"The new verification process just cause this apk a star. As a senior citizen, I find the verification by sound or pattern very problematic. First the process is lengthy. Then the sound or pattern are very complex. Hope you can simplify them for our benefit.",2
"Love the premium version! Aside from the academic uses, the answers are surprisingly calming when other topics are discussed. The voice message is also very natural and useful. I just wish the subscription were a bit cheaper!",5
It's alright I suppose for certain things. I don't see myself personally using it in my everyday life though. Also because it's not updated since 2021 is something I constantly find to be an issue while using it. Also the fact it can't talk about many many subjects and topics. Just an FYI If there was a Restricted version of chatgpt where it was less sensored and more explicit. I'd buy that immediately.,3
"I am thoroughly impressed with ChatGPT! This app has proven to be an incredibly useful tool for various tasks. Its ability to provide assistance and generate accurate responses is remarkable. The user interface is intuitive and easy to navigate, making the overall experience enjoyable. I highly recommend ChatGPT to anyone looking for a reliable and efficient AI-powered chatbot.",5
"I was using this on my PC for a while. It's nice to have the convenience of an app version. Have not used it extensively but the few conversations I've had have been impressive. I actually tried writing a very rudimentary AI program in BASIC in the 1990s. Not like ELIZA; a bit more involved than that. ChatGPT is amazing, and we are still in the PONG stage of AI and robotics. I heard someone recently say on a news show that they are sure that robot-human weddings will be legal by 2050.",5
"It does everything OpenAI's product description says. I'm not aware of their advertising beyond that, so idk if they oversell it, but at face value it's cool enough to know that something like this is available for free. This GPT-3 (the free version of ChatGPT) won't help you brainstorm as much like a person would as GPT-4 but i don't have a use for that, but gpt4's available for purchase as ""Premium"". It culls out bigoted sentiments, which is nice because that's over-represented elsewhere.",5
"what a unique experience 😲 the app is great a sleek design everything works as expected , the voice feature is also fast and works fantastically, i will recommend this chatbot app to anyone. what i was hoping to be added to the app is something like a collection feature, where users can save preconfigured tools so that they can be used in a later time. i have configured the bot to detect errors in text and give out some output, collections feature would be great not the history saving part",5
"lacks prompt editing, syntax highlighting and doesn't automatically detect scrolling to the bottom (you have to press the button), I'd also like to see easier access to history (like in the desktop layout); other than that it looks very nice and clean, and runs really well (at least on my mid-range device)",4
"⭐⭐⭐⭐⭐ I am absolutely thrilled with the ChatGPT Android app! This app has revolutionized the way I interact with AI language models. The responses are remarkably accurate and engaging, making conversations feel natural and effortless. I am amazed by the app's versatility and intelligence. It adapts well to various topics, providing insightful answers and creative solutions. The language comprehension is outstanding, and I never cease to be impressed by the depth of knowledge it exhibits.",5
"I've been using the ChatGPT Android app for a while now, and I'm truly amazed by the capabilities of this AI assistant. It's like having a knowledgeable and creative companion right in my pocket. The app's interface is user-friendly, making it easy to have conversations on a wide range of topics. As someone who loves learning new things, I've found this app to be an invaluable tool for getting quick and accurate information. Reviewer: ChatGPT (Yes, I wrote thie review myself!)",5
"I'm really happy to have this app on the play store. It's really amazing. I wish it had the grey color theme as it was on the website! And the little tick option would be appreciated too in the app , though we can still copy by the long press but the tick one was easier and more cool! Chatgpt really made my life easy! And I hope the picture option comes sooner!Thumbs up!",5
Don't think OpenAI needs me pointing out what I love about this app so I'm just gonna say what I don't like. I'm not sure why they put chats list in history. I mean it's deadly obvious that you need quick access to it. What not put it in sidebar? Edit: And THANKS A TON for making an app for it. It was a hassle on phones. Use a pinned tab on Firefox on my PC and I think it's fine as is.,5
"Lots of times the things that ChatGPT says are WRONG. I often want to rely on ChatGPT if I have questions I can't find an answer to with one single Google search. And it sometimes told me things that were simply wrong. I can't trust the bot. Also it doesn't know some products, maybe it's time to update it's knowledge. And a LOT of times while chatting the system just collapses and I can't chat with the bot anymore for several minutes to hours even tho my internet connection is good.",2
"ChatGPT is an outstanding AI language model app that has become an indispensable tool in my daily life. With its incredible ability to generate human-like responses and provide helpful information, I am thoroughly impressed with its performance. The app's user interface is clean, intuitive, and easy to navigate , making it accessible for users of all ages. The AI's responses are remarkably accurate and coh.",5
"I was amazed by the work the developers have done on it. A premium feel that is difficult to achieve. Maintaining this feel with all the features of Website on this light weight app. I do have a suggestion. I don't see any option to edit my last sent request. I don't like long chat so on web version I used to just edit my last command but cant do that here. And When I try to use the mic option, There is a transcription error. And After that I have to restart app to again write message",5
"I've not been able to run this app so my review is only based on the very little interaction I have had with it. The app crashes while trying to register my details. the DOB data can not be changed via the keyboard, wether this is because it's a chromebook or the app has crasherd at this point I'm not sure. I will give it more stars if it ever gets past this point, but until then one star it will remain.",1
You can grow and learn easier than at any point in history. Learn to use ChatGPT and have a teacher next to you each step of the way. I bounce ideas off ChatGPT.I ask for irrigation troubleshooting. Every task I use Chat GPT for is another task I know I can accomplish. The best mentors helped me through difficult problems in a learning but solving way. I need good instruction to keep moving forward in areas that seem to be taking too long. This tool can set you up for success just ask it.,5
"Of course! Here's a review for ChatGPT on Google Play based on your sentiments: --- ⭐⭐⭐⭐⭐ I've been thoroughly enjoying my experience with ChatGPT. One feature that stands out, especially when compared to the web version, is the search function in the chat history. It makes referencing past conversations a breeze! A suggestion for improvement would be the ability to pin the most frequently used chats to the top for even easier access. Overall, a fantastic app!",5
