contents,star
"Extremely tedious and boring 💤 Plus the amount of little red notifications you have click on is insane, it's ridiculous how many there is, it makes the whole game annoying and tedious. After level 10 you get mostly fed up of clicking on little red notifications and it ruins the game. The thought of having to open the game up first thing in the morning, and start clicking on all those little red notifications again all day, makes you simply not want to open the game at all. It's far too much.",1
"It's simply, wonderful, just one feature I would like that would certainly help new players(I had difficulties when I was new), so add some in game tutorial videos like codm have, that helps players to understand the features well. Apart from that it's wonderful game It would have been no. 1 game if you worked on the graphics the way, your video is on Play Store",5
"Please play this game. Far above the other similar games like this with grown-up graphics, fascinating range of challenges that update regularly, excellent activities when in a tribe and, if you want to spend, affordable and rewarding extras. HOWEVER, you really do not need to spend as it allows good progression anyway.",5
"Total dissapointment after around 9 months playing. From being excited in the begin to total disaapointment and what i can read on other portals looks like i am not the only one. During kvk event ppl from CE ZT ( UTC +2) are most neglected ones to make some points and progress. And still so many unsolved issues from before, complete ignorance by developers. Thinking to make a break again - for good this tame. From big pleasure to big waste of my time... one star is way too much.",1
Its got a theme i like and great music but the game itself LAGS HORRIBLY and unbearably. I put up with it for about five levels and i got into it far enougg to see that i would LIKE TO invest more time and possibly money into but in its current state i cant see it having a future at all. The whole thing needs drastic revamping and optimization. Theres a lot of clicking and waiting for stuff that doesnt even need to be taking place.,2
"it is a very nice game a lot like clash of clans but a better version as it has many things to do and many monsters or enemies to attack so you won't get bored. But once you reach cheif hall lvl 21 it is very difficult to upgrade more especially if you are free-2-play as you will be attacked and lose your resources. the remaining resources will be used to train troops. also the research time for t5,t6,t7 troops are very high.",4
Fun game! Not attacked by adds. It appears that you can play for completely free if you want. Or speed up with $ if you choose to. Runs very smoothly also.,5
"Easy to understand, tutorial is descriptive, I just wish you could actually battle instead of just sending a squad. They should see if they can make it more strategic with real battle. Allowing us to decide where our troops go and when they attack.",4
"Strategy game. It was fun at the beginning, but soon you will get bored of the events that were launched by the developer. A game that you can make friends with all over the world, the bad thing was when the strongest tribe controlled the kingdom, conflict/ racist/ arguments/ occur and made you feel tired/ frustrated to quit the game. Some pay to play players are too serious on the game, which will affect the free to play players.",4
Constantly loading...just has loading symbol in the middle of the screen. I looked for support and they give generic answers telling you it's your connections fault even though all other apps and games connect perfectly fine...works fine when I make purchases but won't load properly when I actually want to play. Won't be spending another cent on this rubbish,1
Game has good graphics and interesting gameplay. But higher level players keep attacking you continuously. There is no chance you can defend them. They loot you and you use whatever remaining resources to heal your troops only to be obliterated again by the higher level players. Cannot continue playing like this. Bye,3
Fun but slow. Just started and it limits what you can gather by putting up enemies in the way. So you let's say you need 100 wood to do something they put enemies that need so many troop to beat that take 150 wood to train. So it takes awhile,3
"What a great game, but unfortunately, I come from server 45 where nclr wants full control , and destroying every competition, developers is this the plan?I know people that have quit game step in and do something, I will probably quit soon if nothing changes, I even payed to play but I won't pay anything anymore, till yall fix this problem , there is no peace in kingdom",1
"Good but got annoyed by the fact you can't get rid of the chat at the bottom. If there is a way to get rid of it, I'd definitely start playing again. No ads, tutorial is good, graphics are awesome. Time based not energy based. As soon as I sort the chat thing out I'd increase star rating but settings are the only thing I'm having trouble navigating",3
Don't play this game or waste your money. It's like most... they do not protect the excellent game play in the early levels. Greed and money take over and fare play go out the window. I dropped $200 probably just to find out .... same old same old.,1
"I enjoy the graphics, the story, and the building up of my base, but i think it is ridiculous that literally 10 minutes after starting i was attacked by someone in a clan. Obviously 10 minutes in i am not even in a clan yet, but am getting sacked. Not cool. There should be some sort of limitation to attacking, maybe setting it so only clan members can be attacked.",3
"Graphics, gameplay overall quite good, lots of tasks, missions, battles. However, it is clumsy, difficult to navigate, high clicker. At times difficult to progress. The heros let the game down, very hard to upgrade skills, talents, very difficult to obtain, be warned, no way of protecting yourself from attacks, little rewards, cannot use buildings when being upgraded, eg: can't research or train troops when upgrading building. Needs improvement, no incentives to keep playing.",3
"This game is a MASTERPIECE. Every detail, every mechanics, every rules, everything is way beyond my expectation. There are a lot of players from diverse backgrounds too, great way to make new friends, I'm not even talking about the translator yet. There are also new challenges every once in a while which is exciting. This game makes me feel like a viking everyday. VIKINGS, RISEEEEEE!!!",5
To unlock more characters you have to use hero hall and meat wood and stone are vital its a good game to try out im impressed by the detail and war challenges could have raids but im an amatuer to VR but it has in game strategy which is a new twist i think as long as you are fighting to save villages and recruit new people in your clans it does well in the game,4
"Warning: video ads for this game do not reflect actual game play. The tutorial parts are intuitive, step by step and fun. The art is nice. I like that the female characters are strong, cool and empowered while not being weirdly sexualized. The voice acting accents could be more consistant. I stopped playing a week later because progression slowed down a lot, I couldn't find any tutorials when stuck, and every team I joined was mostly inactive",3
This game is the best for any one who is always bored looking for games to play out there .this one is cool Has a lot of fun quests And anyone can play it it doesn't matter about age or gender it's so fun I don't sleep 😂while playing this game I love it so much you guys have really out done yourself with this new cool game I feel like a good Viking chief who knows how to rule and command and survive and lead,5
"Game is hard to comprehend and makes no sense at times. How I can have an army of 16,000 soldiers and can't use them to level is nonsense. I quit playing because I couldn't level because Viking Rise wouldn't let me use the soldiers that had finished training.",2
"I enjoyed playing this game for a few weeks, but now it’s become unplayable. I’m constantly attacked by the same person every day, and tens of thousands of my troops have died. It costs millions to heal them. It takes days to collect enough resources to heal your troops, but by the time you collect enough resources, you’re already being attacked multiple times and you start all over again. For the past week, all I’ve been doing is collecting resources and healing my troops. Deleting this game.",2
"Fun & frustrating. This game isn't as p2w as most in this genre. There are still the high level cashers to deal with, but a lot of people participate & contribute without spending much or anything at all, & still have fun. There's a ton of info to keep up with at first. Of course, it's not all readily available in game after being explained just once. Unfortunately, it's not all found with a Google search, either. There are plenty of guides & tutorials, but good luck sifting through all that.",3
"Oh my gosh I love playing this game! I have fun with a balance of idle and strategy civ game that is visually appealing, graphics are available for low-end devices and the experience isn't grueling without p2w.",5
As with most games there is a learning curve. Still learning and growing. I have been playing roughly an hour and thirty minutes and totally am sold on this game. I find it to be challenging as well as fun and rewarding. The best Viking game that I have found yet! Go ahead and try it out for yourself.,5
"Another game ruined by multiplayer. This would be great if horrible people weren't allowed to attack you unprovoked and slow down progress. It's a stupid, unnecessary part of the game. Make a single player server so people can actually enjoy the game",1
Awesome game so far. No intrusive ads. In-game purchases if you want buffs. Story line is pretty cool for a flash game. I could see it as a PC game upgraded. Either CandC style or Assassins Creed. Good game. Recommended for the RPGers,5
"I would give this game 5 stars, but I don't like the simple fact I gotta create another account in a different kingdom! In order to escape from other bigger players. Why can't I just move my first account to a different Kingdom to be able to continue growing instead of creating a new account and start over again 😡",2
"The first week I enjoyed it but now I think this game is a joke. It's impossible to keep developing when people with millions power over you constantly attack you and take everything you have. I can't even go gathering resources without my troops getting attacked on the way! I spent the last of my diamonds on resources to heal my troops, now I am completely hopeless to advance in this game. Why don't you make it so you can't attack people that are so much weaker than you? Or some free shield.",1
"Sorry, but this is worse than watching continuous ads. When you collect items it almost takes a minute to collect per item no different to ads. If I could give 0 stars I would. You developers really make me sick.",1
"Game is magnificent, I wish that city can also be teleport to another kingdom, upgrade days must be reduced it's boring to wait upgrades. I hope developers try to reduce numbers of upgrading days/period cause some players will loose interest in game.",5
"I'm not really a Viking enthusiast; however, I find this game quite enjoyable. Nothing is overly complicated, and the game does a pretty good job of explaining everything, unlike some games that are similar to this one. I like the pacing of the game. The graphics aren't great, but it doesn't take away from the overall experience. If you're on the fence, take a chance on this one.",4
"It is not free to play, we either spend money to grow fast, or get dictated to by those that have. They strip the fun out of the game by disbanding our tribes to grow there own, or get attacked and destroyed. How about start a free server with no in game purchases and give everyone the same chances to actually play the game",1
A good game. It has alot to do. It has been keeping me occupied for a while. Although it takes a while to upgrade you're buildings . there for there is a lot of speed up tokens around the base,4
Finally a different and good strategy mobile game. Out of all the dozens if not more that I've played this game trully feels different and makes me wanna play more. Mobile games normally no longer captivates me for the sole purpose that most of them feel the same. This doesn't and that's great!,5
Could be a good game but unless you spend lots and lots of money buying packs the game grinds to a halt where developing is so slow. You can see this in tribes that have lots of members but are really dormant and do not participate. So belonging to a tribe is pointless as nobody helps you develop and they do not join in the rallies. No idea what the developers are trying to achieve apart from trying to make lots of money. Worst of the chat section is becoming very racist and vile,3
"Well, it was fun for about an hour. Then, you get to a circlejerk, where it requires more troops to defeat the enemy, more food to create the troops, and in order to get the food you have to defeat the enemy. No possible way to advance.",1
Good interesting game. A lot of info tobtake in at first but the menus help you keep on track of tasks. Like the armed combat aspect.,4
Misplay not giving full reward. I downloaded through the rewards app Misplay and it's saying that I'm not getting full rewards because the game isn't giving the app full credit. It said it was a high reward game so that's super disappointing.,2
"This is game is best for both p2w and f2p👍 You don't have money to spend no problem! This game is totally free and a lot of fun , Amazing graphics and Battle experience Best of all strategy games ,and when you enter in the game you feel like you are part of community. You can make a lot of friends, enemies and allies it's depend on you. Play the game and have fun🤗",5
Clunky at times. I would like to see a clearer path to upgrade soldiers. And still looking for the button to drop my tribe so I had to start again hope to avoid those bumps and find the right tribe this time,4
"😡😡Everything in this game is great, it just needs to find wood, stone and meat automatically. Not having such a feature is really annoying.😡😡",1
Hello 👋.I give you four star because everything is perfect awesome 🥰 so HD graphics HD game Play ▶️ everything is HD I like the game but please decrease there internet this game need fast internet so please solve them .and troops take so minimum time chief Hall take 2 days so please 🙏🥺🥺 solve this solution please 🙏. I am the ranking player not a small player.. thanks 😊,4
"My experience with this game has been an exceptional one. I'm new to this game, so I'm still learning, but it's super interactive & fun to play! I'll have to check back in once I learn a bit more, but so far i'm really digging this game & I think you will too!",5
"Just another boring ""press build, and wait"" game. Nice graphics, but that's it. Uninstalled after a few days. These games are all the same",2
"Pretty decent all things considered, less begging for money than most games of its kind. Good art and graphics, enjoying it.",4
Just started and so far so good. I just have limited freedom on what I want to do with my village as I have to strictly follow the tasks otherwise I won't have enough resources to complete them if I manage them on my own.,4
Terrible Lag. Almost unplayable after the last update which makes kvk impossible. It is not my connection because i still play RoK flawlessly! IGG response not helpful. Game lags so bad you cannot do anything.,1
I love that there are no incessant ads. It is slow to build up but I am fine with it to avoid ads.,5
I like it. Viking rise is very intertwining! And it's also mind blowing when the things you have get upgrades that is very interesting and cool.,5
"Great game, very addicting and could/have played for hours. So much to do with many great rewards so quickly! This sounds like such an AI comment :/",5
So far I played for a week and it has nvery nice graphics and good level of complexity which is hard to see on mobile phone games.,5
Hello I have problem with disband my tribe when I go to options delete I write delet but nothing happened!! Also if you could make this game more strategy... Because whos high rate his always win !!!,4
Absolutely love the game! The graphics get better and better. There are a ton of events to do so you don't get bored. I got in with a top 5 tribe and their great! We are family. You can spend real money but don't necessarily need to. Big KVK event on now. Lots of rewards to it's great. The video with Peyton Parrish is awesome! If you have any issues you get a response right away. You guys are doing a great job keep up the good work! Skal🍻❤️,5
Great game awesome adventures and very good team play options very good visual experience a few drawbacks paid to win and o yeah loads of updates regularly way to many. has a few glitches particularly the troop marching it's so annoying come on guys fix it. 5 star game but can't give at the moment will review again later stage,4
Absolutely a game that's hard to stop playing Graphics are amazing The only bump in my interaction with the game is that I found myself amongst players on a totally different time zone who speak a totally different language that even when you push the translate button..it's beyond me what they are discussing I am impressed that this game keeps up the maintenance and if you are logged into discord under the Viking Rise chat you get great tips and help for the game,4
"Great game with great team play and graphics, unfortunately though the game has been overshadowed by countless bots and players using scripts to illegally acquire resources. Even when reported,.little to no action is taken against the players in question. It was a great game until this situation was allowed",3
Started off well great graphics but as usual went down hill pay to play as standard games the lower level you are the more top tiers destroy your troops and village costing in millions of resources which you can't get because the output from fields is pathetic whilst to repair costs are in the millions. It started off with potential but I would steer clear of this game same as others just nicer graphics its so unbalanced unless you spend hundreds you don't stand a chance .,1
Really good game a base builder with quests and so on not a pay to play neither!!! Its got a PC style to it that reminds me of playing games on my pc as a kid lol!!! Great game and storyline too!!! Keep up the good work guys thanx!!!!,5
"Why is the troops so expensive to heal? What the hell... I spent some money on the game to progress faster and easier, but then some individual attacked my army during gathering and literally it costs MILIONS to heal 100k units... And I was gathering because of struggle to accumulate 1 million for building.. Now I need 4 millions for units I just had 10 minutes ago.. This NEEDS BALANCE! Unit heal is TOO EXPENSIVE!",2
"- Graphics: Incredibly beautiful and detailed. If you phone can handle high graphics it's a treat to eyes - Frame rate: It's smooth and not laggy. Again, if you have a high end device you can increase fps in game settings - Gameplay: You don't get bored at all. You finish something there's something else ready. So many things, errands, exploration, wars, management of city, villages, upgrading heroes... It's endless. So there's no space for boredom unlike other strategy games.",5
Way too long to train and upgrade! A whole day for level 9 chiefs hall is ridiculous. And 5 hrs training too! I was Loving it! But no thank you.,1
"One of the best games I've ever played (I'm a full time gamer) got the best concept, and there's always something for you to do. Best community over any communities. You'll never get bored of the game. I'd suggest the developers to reduce the training time and increase the marching time too. Also let us have the T3 and higher tier troops easily 😭 it's so tough. Overall it's the best game out there and the reason for me to give four star is I said it already. *warning* ""extremely addictive""",4
This is the best royal tribe game I've ever played in my life. This is teaching something unique and different information that you can rise something Tommorow and it's really fantastic 😍,5
"The game resembles an ant game I played before, with the exception that I have found some of the buttons on this game with the caption ""This feature is slated for a future update"". I like the single player aspect before getting into the multiplayer version of the game, and the multiplayer section isn't as cutthroat as some war games which works for a casual player like me. This has potential, so I'm giving it a shot.",3
"Nice story and gameplay. Fun and interesting to play. Not like other games, it's different everyone try once.",5
"Very good game but we need update on this tpic,,, my many heros talent was maxxed,,, but i have 100 more shard,,, what i can do with him,, hes just garbage for every one,,, you have to solution",5
"Definitely a microtransaction trap. Game difficulty shoots up like a straight cliff by the time you hit lvl 10. Summoned hero upgrade smoothly only up to 6 (6 out of 60) after that it takes anywhere from days to months for just one level.skill upgrade is impossible. The only option you have is ""pay to upgrade"". If that is not bad enough to grate at your sanity, if you ever get attacked by another player, the admin will actively give you false coordinates of ur attackers. stressful trash!",1
Don't invest your time into this. The single player is very limited and in clan wars it is a winner-takes-all style.,1
"Suprisingly, this is a really fun game! I'm new to this type of strategy game - not new to them completely, but new to it in actually sitting down snd giving it a try and figuring out how to play. Once I started to get the hang of what to do, I started to really enjoy it. The only thing I'd change is the level of violence and a more graphic depiction of it. That would likely change the tone of the game, but a darker, more violent tone and gameplay - with gore and blood - would be it really.",4
"I've read many reviews stating that it's not p2w game, so i tried only to get disappointed. Build and battle games are more like, money spending competition game. Buying things in game is like buying cheats. While it doesn't matter in player vs bots game. In real time pvp(player vs player) games it ruins any chance of fairness. This game is also no difference. It's gameplay is almost similar to rise of Kingdom. So, i wouldn't recommend this for anyone, unless you wanna waste your excessive money",1
"Beautiful graphics, story and gameplay. Worth 5 stars in theory, but the game hasn't even started and our tribe has been bullied by some 12 millions Might out of nowhere 🤮. Either one of the developers or someone spending thousands of dollars in the game. It completely ruined the experience and I cancelled the subscription and payments. I still play for free on my own because, again, the game itself is amazingly good 👍",2
"I like this game, because when I'm playing it is like I'm watching vikings. But I want to see more characters include floki, Bjorn,lagather,etc",2
I love the wild nature. it's like I am back in the times when Kings and Kings were fighting to conquer areas. Love it,5
"This is a great game, but if you want to play with your friends try another game! They put you into servers when you get leveled up and you CANNOT change servers at this time because they never thought that people would want to suggest the game to their friend IRL. Looking for a solution so I can play with my friends instead of the weird people from other countries.",1
A lot of fun and strategy in this game. Just started playing today so hopefully it continues to woo me. I'll add more layer.,4
"First, I was put in a server where everyone seem to have a big jump start and I've spent like over 200$ and there was made a king and they was all about letting you grow and they just kept plundering me(l ( the # 1 tribe) and I had no chance. I think I should get some kind of reimbursement or something. This is straight robbery and not cool. I think I'm going to report to better business bureau if don't see some kind of compensation.",5
"Hello. The Viking game is unique in terms of graphics and game hardware. But this game, as a strategic and long game, should not rely so much on in-app purchases, this is the only drawback of the game.",5
Nice graphics but boring and slow progress. hard to understand and hard to get gold/ rare heros.,2
"Love the game, been playing since server 48, have multiple accounts in multiple kingdoms/servers and made some great family along the way. Kvk is a blast to.",5
This game has rules that are just lame. If you want to join a alli if they don't have a fort u have to wait like half a week for it to be built. Or u can't teleport over lol. They should change the name to DMV rise cause you will be waiting for ever to enjoy a alli based game to play graphics are garbage and chews up a ton of memory. Game play is ok at best don't waste your time there's a lot better strategy games on here.,1
"It's very complicated. And you also feel very disconnected from your team and the game. The graphics are great. Lot of potential, but for me? Even after a Week I get the impression I'm missing something. And gameplay has become dull. Just sitting around waiting. Collect resources, click on anything with a red dot on it, etc.",3
It is a nice game but it takes to long for loading and some times it does not load in. 4 out of 5,4
"Played this game for 3 months now and still haven't gotten tired of it. You can play and advance really well without having to pay for it, which is super appreciated.",5
"Down from 5 to 1. I played this game constantly for a year, and it has gone from being a good, fun game where you had to work for your upgrades, but could always achieve them, to being so P2W that it's not funny. Even if you join a fresh server, within a day, there will be tribes that are already breaking 100 mil might. The game is no fun anymore.",1
"What makes this game stand out from all of the rest would be it's amazing game development. You can continuously adventure and have fun and not have to wait for the army to walk across the screen like in other games. Plus , not that you will have any problems because the game Play is smooth, their customer service is exemplary. Thank you for ur patience w/ my issue unrelated to ur game & for looking into ( double sign in). I started getting my experience points to level up my players xox 💋",5
Overall its a good game with a lot of things to change . 1- let us change our kingdom 2- make it more balance so some body with 20 milion might cant attack a 2 million might person 3- even at the begining tou cant join all tribes only few selected one 4- 2 or 3 tribe in every kingdome has all the power and all the good members even you are with them or you should delete app And lot of balance problems that i personaly said to team in instagram DM and Comments and still no change Thanks,4
"It's ok ...too many delays getting stuff done ...without spending money, that is. It would have been better to buy the game and not have any restrictions during gameplay.",3
"IGG You really need to sort out the in game Energy levels after 10min of game play it goes far to Quickly,Energy buffs are few & far between unless you pay for them!! Me like many others are not paying anymore money like other games when it's all about the Money you tend to kill the game.can you sort this out please. If this gets sorted Ppl will carry on playing if not it will die a death.",2
"I was listening to Peyton Parrish who did a cover for this game and all I can say is an hour of fun flew by!! Assassins creed Valhalla is an amazing game and this feels like that but crafting and building for a family. This game is great, and I'm pleased they put Eivor in. Great job on this game!! Can't wait to see what you add in the future!!!",4
"Just started play, and my tablet is slow. Great graphics, especially Dire Wolf and other monsters. Will rate it again after a week of game play.",4
"It's good strategy game but with the one thing I really disappointed that is research takes too much time and that's making game boring, I want to advise you think about it and reduce time of it, it will be good for Players and fun will remain the same.",2
The idea of needing like 40 players online and have them fight all at the same time following a strategy to do anything worth wile is nice..untill you do it. Immagine trying to to a 40 man raid in WoW Classic...back in classic. Have fun spending an hour waiting for everyone to show up then you realize 20 are undergeared 10 are afk and the rest went to the wrong raid...,2
"Exceeding poor customer service. Failed the test of deleting an account on request, been a month and still not deleted. It doesn't fill me with confidence if I had a game issue, particularly with money involved.",1
"Interface is a bit clunky, but that may be because I'm just learning the game and how to navigate. There seems to be too many choices at the begining of the game, it's difficult to know where to apply your resources efficiently ... but again, I'm just learning.",4
"I've only played for a few days, but it's obvious that a lot of thought and a lot of user feedback has gone into the creation of this masterpiece. Be warned: it's irresistable, and you're going to spend a lot of time at work or school totally exhausted, but smiling while you mull what to do next in the game. ;)",5
"If you are a strategy game lover you are 100% going to enjoy it. The graphic, character and everything is awesome. I will give 5stars when there's an option to visit your Alliance or scout to check their camp/village i know that would be possible so i am hoping to see that soon.",4
"The usual build a empire game with better graphics, early game play rewarded amply, and a clear progression of challenges . Would like a guidance for recommended game progression",4
"The game is actually decent but the same group dominates every kingdom with unknowledgable and egotistical leaders that spend enough money to threaten and harass any players they don't want. Honestly, save yourself the hassle, time and especially any $ you have to spend on gaming and find a much better player base. This is the worst one I have ever had the displeasure to play with. 5 kingdoms in 6 weeks and literally the same idiots dictating every one of them. Just not a fun game environment",1
"Thoroughly enjoy this game. I had expected not to like it but it reminds me very much of civilization, but soooo much better. There doesn't feel like any stop, I can continually grow in the game without paying",5
"Really enjoyed the game. Stuck on chapter 26, as it requires joining a tribe in order to complete the required task. Don't have to the time to join a tribe as I only log on periodically to complete things and most tribes seem like they boot people that aren't 100% dedicated to this game.",1
WHY am I unable to listen to music on another app while playing??? Every other game allows it. But this one shuts the music off each time it loads. REALLY annoying...,2
For a few nights know multiple players is expierencing alot of lagging and is unable to play at night. From 19:00 UTC till early mornings. Very annoying. Other than that the game is nice,2
"This is amazing i love it, the graphics are really awesome and its easy to play, no bugs and smooth game play no ads and etc, i wish this game will never ends. ★★★★★",5
"Good adventure game. Especially the locations are Likes more,,,, need to improve more story characters, love, friendships, enemies,,,,",4
"The ads for this game are totally fake. The game is not much awesome, cool and fun like the ads, moreover it is repetative and boring. Wasted my data",3
I used to play lost empires. But that games devlopers didn't much cared about and the games server died. Been searching for something like that for a long time. My search finally ended here.,5
Need to maybe shorten up the waiting period on researching and upgrading. Waiting forever makes it harder to want to continue to play.,3
"This is the closest game to AOE I've played on mobile, not accurate to the ads, and not as serious of a game, however fairly playable without spending real money.",4
"Great game, it's challenging and has plenty speed ups for upgrading that makes it a lot more fun playing rather than having to wait forever, two thumbs up",5
"Enjoying the game, then another player 3 times more powerful repeatedly attacked until I had no force, effectively locking me out of the game for 12 hours. Sorry I spent money with you guys.",2
